entidad,delitos,cauptrtt,cauptr1,cauptr2,cauptr3,cauptr4,cauptr5,cauptr6
"10",90900,"0","0","0","","0","0",""
"10",91000,"0","0","0","","0","0",""
"10",91100,"0","0","0","","0","0",""
"10",91200,"14","1","0","","13","0",""
"10",91300,"0","0","0","","0","0",""
"10",91400,"0","0","0","","0","0",""
"10",91500,"0","0","0","","0","0",""
"10",91600,"0","0","0","","0","0",""
"10",91900,"113","15","NSS","8","90","0",""
"10",999999,"","","","","","",""
"12",10100,"408","276","62","5","52","13",""
"12",10200,"5","2","0","","1","2",""
"12",10300,"0","0","0","","0","0",""
"12",10400,"453","408","3","8","23","11",""
"12",10900,"11","0","1","","0","10",""
"12",20100,"72","62","2","","7","1",""
"12",20200,"0","0","0","","0","0",""
"12",20300,"7","5","0","","2","0",""
"12",20400,"0","0","0","","0","0",""
"12",20500,"0","0","0","","0","0",""
"12",20600,"163","138","0","","25","0",""
"12",20601,"NSS","NSS","0","","NSS","0",""
"12",20602,"5","5","0","","NSS","0",""
"12",20603,"NSS","NSS","0","","NSS","0",""
"12",20604,"6","6","0","","NSS","0",""
"12",20609,"NSS","NSS","0","","NSS","0",""
"12",20699,"152","127","","","25","",""
"12",20900,"0","0","0","","0","0",""
"12",30100,"51","45","NSS","3","3","0",""
"12",30200,"1","1","0","","0","0",""
"12",30300,"0","0","0","","0","0",""
"12",30400,"78","55","2","1","17","3",""
"12",30500,"12","10","0","","2","0",""
"12",30600,"6","5","NSS","1","0","0",""
"12",30700,"0","0","0","","0","0",""
"12",30900,"2","0","2","","0","0",""
"12",40100,"325","291","NSS","9","18","7",""
"12",40101,"NSS","NSS","NSS","","NSS","NSS",""
"12",40102,"10","10","0","","NSS","NSS",""
"12",40103,"32","26","0","","4","2",""
"12",40104,"1","1","0","","NSS","NSS",""
"12",40105,"NSS","NSS","NSS","","NSS","NSS",""
"12",40106,"NSS","NSS","NSS","","NSS","NSS",""
"12",40107,"NSS","NSS","NSS","","NSS","NSS",""
"12",40108,"NSS","NSS","NSS","","NSS","NSS",""
"12",40109,"14","12","0","","0","2",""
"12",40110,"NSS","NSS","NSS","","NSS","NSS",""
"12",40111,"2","2","0","","NSS","NSS",""
"12",40112,"NSS","NSS","NSS","","NSS","NSS",""
"12",40113,"13","13","0","","NSS","NSS",""
"12",40114,"27","16","NSS","6","5","0",""
"12",40115,"NSS","NSS","NSS","","NSS","NSS",""
"12",40116,"NSS","NSS","NSS","","NSS","NSS",""
"12",40119,"NSS","NSS","NSS","","NSS","NSS",""
"12",40199,"226","211","","3","9","3",""
"12",40200,"0","0","0","","0","0",""
"12",40300,"130","122","NSS","8","0","0",""
"12",40400,"21","18","NSS","3","0","0",""
"12",40500,"31","9","2","4","4","12",""
"12",40501,"NSS","NSS","NSS","","NSS","NSS",""
"12",40509,"NSS","NSS","NSS","","NSS","NSS",""
"12",40599,"31","9","2","4","4","12",""
"12",40600,"172","159","1","4","8","0",""
"12",40700,"161","134","NSS","11","10","NSS","6"
"12",40900,"3","3","0","","0","0",""
"12",50100,"241","222","NSS","3","16","0",""
"12",50200,"253","249","NSS","2","1","1",""
"12",50900,"2","2","0","","0","0",""
"12",60100,"22","15","2","2","3","0",""
"12",60101,"2","2","0","","NSS","0",""
"12",60102,"NSS","NSS","NSS","","NSS","0",""
"12",60103,"NSS","NSS","NSS","","NSS","0",""
"12",60104,"13","9","2","2","NSS","0",""
"12",60105,"NSS","NSS","NSS","","NSS","0",""
"12",60106,"NSS","NSS","NSS","","NSS","0",""
"12",60109,"6","3","0","","3","0",""
"12",60199,"1","1","","","","",""
"12",60200,"2","2","0","","0","0",""
"12",60201,"0","0","0","","0","0",""
"12",60202,"0","0","0","","0","0",""
"12",60203,"2","2","0","","0","0",""
"12",60209,"0","0","0","","0","0",""
"12",60299,"","","","","","",""
"12",60300,"30","30","0","","0","0",""
"12",60400,"0","0","0","","0","0",""
"12",60900,"21","21","0","","0","0",""
"12",70100,"96","77","0","","13","5","1"
"12",70101,"8","2","0","","6","0",""
"12",70102,"1","NSS","0","","1","NSS",""
"12",70103,"1","NSS","0","","1","NSS",""
"12",70104,"NSS","NSS","0","","NSS","NSS",""
"12",70109,"NSS","NSS","0","","NSS","NSS",""
"12",70199,"86","75","","","5","5","1"
"12",70200,"0","0","0","","0","0",""
"12",70201,"0","0","0","","0","0",""
"12",70202,"0","0","0","","0","0",""
"12",70203,"0","0","0","","0","0",""
"12",70204,"0","0","0","","0","0",""
"12",70205,"0","0","0","","0","0",""
"12",70206,"0","0","0","","0","0",""
"12",70209,"0","0","0","","0","0",""
"12",70299,"","","","","","",""
"12",70300,"2","2","0","","0","0",""
"12",70400,"0","0","0","","0","0",""
"12",70500,"0","0","0","","0","0",""
"12",70600,"0","0","0","","0","0",""
"12",70900,"50","50","0","","0","0",""
"12",80100,"57","46","NSS","9","2","0",""
"12",80101,"57","46","NSS","9","2","0",""
"12",80102,"0","0","0","","0","0",""
"12",80103,"0","0","0","","0","0",""
"12",80104,"0","0","0","","0","0",""
"12",80105,"0","0","0","","0","0",""
"12",80106,"0","0","0","","0","0",""
"12",80107,"0","0","0","","0","0",""
"12",80109,"0","0","0","","0","0",""
"12",80199,"","","","","","",""
"12",80200,"0","0","0","","0","0",""
"12",80201,"0","0","0","","0","0",""
"12",80209,"0","0","0","","0","0",""
"12",80299,"","","","","","",""
"12",80300,"0","0","0","","0","0",""
"12",80400,"13","9","NSS","4","0","0",""
"12",80900,"25","22","NSS","3","0","0",""
"12",90100,"10","10","0","","0","0",""
"12",90200,"25","18","NSS","6","1","0",""
"12",90300,"25","25","0","","0","0",""
"12",90400,"10","10","0","","0","0",""
"12",90500,"1","1","0","","0","0",""
"12",90501,"NSS","NSS","0","","0","0",""
"12",90502,"NSS","NSS","0","","0","0",""
"12",90503,"NSS","NSS","0","","0","0",""
"12",90509,"NSS","NSS","0","","0","0",""
"12",90599,"1","1","","","","",""
"12",90600,"0","0","0","","0","0",""
"12",90700,"0","0","0","","0","0",""
"12",90701,"0","0","0","","0","0",""
"12",90709,"0","0","0","","0","0",""
"12",90799,"","","","","","",""
"12",90800,"0","0","0","","0","0",""
"12",90900,"0","0","0","","0","0",""
"12",91000,"0","0","0","","0","0",""
"12",91100,"0","0","0","","0","0",""
"12",91200,"44","37","NSS","1","1","5",""
"12",91300,"0","0","0","","0","0",""
"12",91400,"0","0","0","","0","0",""
"12",91500,"0","0","0","","0","0",""
"12",91600,"0","0","0","","0","0",""
"12",91900,"105","95","5","4","1","0",""
"12",999999,"","","","","","",""
"13",10100,"173","63","27","","74","9",""
"13",10200,"24","5","3","","14","2",""
"13",10300,"0","0","0","","0","0",""
"13",10400,"340","223","0","","110","2","5"
"13",10900,"1","1","0","","0","0",""
"13",20100,"41","22","0","","16","3",""
"13",20200,"0","0","0","","0","0",""
"13",20300,"14","10","0","","4","0",""
"13",20400,"0","0","0","","0","0",""
"13",20500,"0","0","0","","0","0",""
"13",20600,"41","27","0","","11","3",""
"13",20601,"NSS","NSS","0","","NSS","NSS",""
"13",20602,"NSS","NSS","0","","NSS","NSS",""
"13",20603,"NSS","NSS","0","","NSS","NSS",""
"13",20604,"NSS","NSS","0","","NSS","NSS",""
"13",20609,"NSS","NSS","0","","NSS","NSS",""
"13",20699,"41","27","","","11","3",""
"13",20900,"0","0","0","","0","0",""
"13",30100,"75","42","0","","31","1","1"
"13",30200,"0","0","0","","0","0",""
"13",30300,"0","0","0","","0","0",""
"13",30400,"137","63","7","","65","2",""
"13",30500,"0","0","0","","0","0",""
"13",30600,"6","6","0","","0","0",""
"13",30700,"0","0","0","","0","0",""
"13",30900,"1","0","0","","1","0",""
"13",40100,"576","231","2","","325","11","7"
"13",40101,"NSS","NSS","NSS","","NSS","NSS",""
"13",40102,"NSS","NSS","NSS","","NSS","NSS",""
"13",40103,"NSS","NSS","NSS","","NSS","NSS",""
"13",40104,"NSS","NSS","NSS","","NSS","NSS",""
"13",40105,"NSS","NSS","NSS","","NSS","NSS",""
"13",40106,"NSS","NSS","NSS","","NSS","NSS",""
"13",40107,"NSS","NSS","NSS","","NSS","NSS",""
"13",40108,"NSS","NSS","NSS","","NSS","NSS",""
"13",40109,"NSS","NSS","NSS","","NSS","NSS",""
"13",40110,"NSS","NSS","NSS","","NSS","NSS",""
"13",40111,"NSS","NSS","NSS","","NSS","NSS",""
"13",40112,"NSS","NSS","NSS","","NSS","NSS",""
"13",40113,"NSS","NSS","NSS","","NSS","NSS",""
"13",40114,"8","8","0","","NSS","NSS",""
"13",40115,"NSS","NSS","NSS","","NSS","NSS",""
"13",40116,"NSS","NSS","NSS","","NSS","NSS",""
"13",40119,"NSS","NSS","NSS","","NSS","NSS",""
"13",40199,"568","223","2","","325","11","7"
"13",40200,"0","0","0","","0","0",""
"13",40300,"149","132","NSS","1","15","NSS","1"
"13",40400,"57","50","1","1","5","0",""
"13",40500,"12","6","1","","4","NSS","1"
"13",40501,"NSS","NSS","NSS","","NSS","NSS",""
"13",40509,"NSS","NSS","NSS","","NSS","NSS",""
"13",40599,"12","6","1","","4","","1"
"13",40600,"181","119","0","","60","NSS","2"
"13",40700,"245","237","1","","7","0",""
"13",40900,"0","0","0","","0","0",""
"13",50100,"202","151","0","","48","NSS","3"
"13",50200,"387","373","0","","14","0",""
"13",50900,"3","3","0","","0","0",""
"13",60100,"3","3","0","","0","0",""
"13",60101,"3","3","0","","0","0",""
"13",60102,"0","0","0","","0","0",""
"13",60103,"0","0","0","","0","0",""
"13",60104,"0","0","0","","0","0",""
"13",60105,"0","0","0","","0","0",""
"13",60106,"0","0","0","","0","0",""
"13",60109,"0","0","0","","0","0",""
"13",60199,"","","","","","",""
"13",60200,"1","1","0","","0","0",""
"13",60201,"NSS","NSS","0","","0","0",""
"13",60202,"NSS","NSS","0","","0","0",""
"13",60203,"NSS","NSS","0","","0","0",""
"13",60209,"NSS","NSS","0","","0","0",""
"13",60299,"1","1","","","","",""
"13",60300,"0","0","0","","0","0",""
"13",60400,"0","0","0","","0","0",""
"13",60900,"0","0","0","","0","0",""
"13",70100,"126","40","0","","85","NSS","1"
"13",70101,"0","0","0","","0","0",""
"13",70102,"0","0","0","","0","0",""
"13",70103,"126","40","0","","85","NSS","1"
"13",70104,"0","0","0","","0","0",""
"13",70109,"0","0","0","","0","0",""
"13",70199,"","","","","","",""
"13",70200,"0","0","0","","0","0",""
"13",70201,"0","0","0","","0","0",""
"13",70202,"0","0","0","","0","0",""
"13",70203,"0","0","0","","0","0",""
"13",70204,"0","0","0","","0","0",""
"13",70205,"0","0","0","","0","0",""
"13",70206,"0","0","0","","0","0",""
"13",70209,"0","0","0","","0","0",""
"13",70299,"","","","","","",""
"13",70300,"1","0","0","","0","1",""
"13",70400,"6","5","0","","1","0",""
"13",70500,"0","0","0","","0","0",""
"13",70600,"0","0","0","","0","0",""
"13",70900,"3","3","0","","0","0",""
"13",80100,"24","16","0","","8","0",""
"13",80101,"20","16","0","","4","0",""
"13",80102,"0","0","0","","0","0",""
"13",80103,"0","0","0","","0","0",""
"13",80104,"0","0","0","","0","0",""
"13",80105,"0","0","0","","0","0",""
"13",80106,"0","0","0","","0","0",""
"13",80107,"0","0","0","","0","0",""
"13",80109,"4","0","0","","4","0",""
"13",80199,"","","","","","",""
"13",80200,"0","0","0","","0","0",""
"13",80201,"0","0","0","","0","0",""
"13",80209,"0","0","0","","0","0",""
"13",80299,"","","","","","",""
"13",80300,"0","0","0","","0","0",""
"13",80400,"2","1","NSS","1","0","0",""
"13",80900,"63","55","0","","8","0",""
"13",90100,"103","92","0","","11","0",""
"13",90200,"15","12","0","","3","0",""
"13",90300,"35","35","0","","0","0",""
"13",90400,"21","13","1","","7","0",""
"13",90500,"0","0","0","","0","0",""
"13",90501,"0","0","0","","0","0",""
"13",90502,"0","0","0","","0","0",""
"13",90503,"0","0","0","","0","0",""
"13",90509,"0","0","0","","0","0",""
"13",90599,"","","","","","",""
"13",90600,"0","0","0","","0","0",""
"13",90700,"0","0","0","","0","0",""
"13",90701,"0","0","0","","0","0",""
"13",90709,"0","0","0","","0","0",""
"13",90799,"","","","","","",""
"13",90800,"0","0","0","","0","0",""
"13",90900,"0","0","0","","0","0",""
"13",91000,"0","0","0","","0","0",""
"13",91100,"0","0","0","","0","0",""
"13",91200,"14","11","0","","3","0",""
"13",91300,"0","0","0","","0","0",""
"13",91400,"0","0","0","","0","0",""
"13",91500,"0","0","0","","0","0",""
"13",91600,"0","0","0","","0","0",""
"13",91900,"81","67","0","","13","1",""
"13",999999,"","","","","","",""
"14",10100,"393","234","64","63","15","16","1"
"14",10200,"19","13","1","","5","0",""
"14",10300,"2","1","NSS","1","0","0",""
"14",10400,"684","473","4","141","38","NSS","28"
"14",10900,"84","60","4","14","5","NSS","1"
"14",20100,"31","20","NSS","3","6","NSS","2"
"14",20200,"0","0","0","","0","0",""
"14",20300,"6","6","0","","0","0",""
"14",20400,"2","1","0","","1","0",""
"14",20500,"9","9","0","","0","0",""
"14",20600,"59","52","NSS","7","0","0",""
"14",20601,"NSS","NSS","NSS","","0","0",""
"14",20602,"2","2","0","","0","0",""
"14",20603,"NSS","NSS","NSS","","0","0",""
"14",20604,"4","3","NSS","1","0","0",""
"14",20609,"1","1","0","","0","0",""
"14",20699,"52","46","","6","","",""
"14",20900,"5","5","0","","0","0",""
"14",30100,"137","98","3","20","9","4","3"
"14",30200,"5","4","NSS","1","0","0",""
"14",30300,"3","2","NSS","1","0","0",""
"14",30400,"47","33","2","11","0","1",""
"14",30500,"4","2","NSS","2","0","0",""
"14",30600,"0","0","0","","0","0",""
"14",30700,"0","0","0","","0","0",""
"14",30900,"17","10","NSS","7","0","0",""
"14",40100,"2333","1641","98","410","131","11","42"
"14",40101,"NSS","NSS","NSS","","NSS","NSS",""
"22",40100,"351","121","3","4","207","12","4"
"22",40101,"NSS","NSS","NSS","","NSS","NSS",""
"22",40102,"45","17","1","1","23","3",""
"22",40103,"27","9","1","","15","NSS","2"
"22",40104,"NSS","NSS","NSS","","NSS","NSS",""
"22",40105,"10","0","0","","9","1",""
"22",40106,"10","0","0","","6","4",""
"22",40107,"0","0","0","","0","0",""
"22",40108,"2","0","0","","2","0",""
"22",40109,"1","0","0","","1","0",""
"22",40110,"4","0","0","","4","0",""
"22",40111,"2","1","0","","1","0",""
"22",40112,"0","0","0","","0","0",""
"22",40113,"94","36","0","","58","0",""
"22",40114,"7","1","0","","5","NSS","1"
"22",40115,"0","0","0","","0","0",""
"22",40116,"0","0","0","","0","0",""
"22",40119,"0","0","0","","0","0",""
"22",40199,"149","57","1","3","83","4","1"
"22",40200,"0","0","0","","0","0",""
"22",40300,"35","19","1","9","6","0",""
"22",40400,"6","5","NSS","1","0","0",""
"22",40500,"6","0","0","","6","0",""
"22",40501,"NSS","0","0","","NSS","0",""
"22",40509,"NSS","0","0","","NSS","0",""
"22",40599,"6","","","","6","",""
"22",40600,"52","34","NSS","3","10","NSS","5"
"22",40700,"13","13","0","","0","0",""
"22",40900,"4","1","0","","3","0",""
"22",50100,"30","14","0","","16","0",""
"22",50200,"19","17","NSS","1","1","0",""
"22",50900,"0","0","0","","0","0",""
"22",60100,"0","0","0","","0","0",""
"22",60101,"0","0","0","","0","0",""
"22",60102,"0","0","0","","0","0",""
"22",60103,"0","0","0","","0","0",""
"22",60104,"0","0","0","","0","0",""
"22",60105,"0","0","0","","0","0",""
"22",60106,"0","0","0","","0","0",""
"22",60109,"0","0","0","","0","0",""
"22",60199,"","","","","","",""
"22",60200,"1","0","0","","1","0",""
"22",60201,"NSS","0","0","","NSS","0",""
"22",60202,"NSS","0","0","","NSS","0",""
"22",60203,"NSS","0","0","","NSS","0",""
"22",60209,"NSS","0","0","","NSS","0",""
"22",60299,"1","","","","1","",""
"22",60300,"0","0","0","","0","0",""
"22",60400,"0","0","0","","0","0",""
"22",60900,"0","0","0","","0","0",""
"22",70100,"228","51","NSS","2","174","NSS","1"
"22",70101,"82","17","0","","64","NSS","1"
"22",70102,"25","2","NSS","1","22","0",""
"22",70103,"4","NSS","0","","4","0",""
"22",70104,"NSS","NSS","NSS","","NSS","NSS",""
"22",70109,"1","NSS","NSS","","1","NSS",""
"22",70199,"116","32","","1","83","",""
"22",70200,"0","0","0","","0","0",""
"22",70201,"0","0","0","","0","0",""
"22",70202,"0","0","0","","0","0",""
"22",70203,"0","0","0","","0","0",""
"22",70204,"0","0","0","","0","0",""
"22",70205,"0","0","0","","0","0",""
"22",70206,"0","0","0","","0","0",""
"22",70209,"0","0","0","","0","0",""
"22",70299,"","","","","","",""
"22",70300,"4","1","0","","3","0",""
"22",70400,"6","1","0","","5","0",""
"22",70500,"0","0","0","","0","0",""
"22",70600,"0","0","0","","0","0",""
"22",70900,"1","0","0","","1","0",""
"22",80100,"5","2","0","","3","0",""
"22",80101,"5","2","0","","3","0",""
"22",80102,"0","0","0","","0","0",""
"22",80103,"0","0","0","","0","0",""
"22",80104,"0","0","0","","0","0",""
"22",80105,"0","0","0","","0","0",""
"22",80106,"0","0","0","","0","0",""
"22",80107,"0","0","0","","0","0",""
"22",80109,"0","0","0","","0","0",""
"22",80199,"","","","","","",""
"22",80200,"0","0","0","","0","0",""
"22",80201,"0","0","0","","0","0",""
"22",80209,"0","0","0","","0","0",""
"22",80299,"","","","","","",""
"22",80300,"0","0","0","","0","0",""
"22",80400,"0","0","0","","0","0",""
"22",80900,"5","3","0","","2","0",""
"22",90100,"0","0","0","","0","0",""
"22",90200,"2","2","0","","0","0",""
"22",90300,"16","11","NSS","2","3","0",""
"22",90400,"0","0","0","","0","0",""
"22",90500,"3","1","NSS","1","1","0",""
"22",90501,"NSS","NSS","NSS","","NSS","0",""
"22",90502,"NSS","NSS","NSS","","NSS","0",""
"22",90503,"NSS","NSS","NSS","","NSS","0",""
"22",90509,"NSS","NSS","NSS","","NSS","0",""
"22",90599,"3","1","","1","1","",""
"22",90600,"0","0","0","","0","0",""
"22",90700,"0","0","0","","0","0",""
"22",90701,"0","0","0","","0","0",""
"22",90709,"0","0","0","","0","0",""
"22",90799,"","","","","","",""
"22",90800,"0","0","0","","0","0",""
"22",90900,"0","0","0","","0","0",""
"22",91000,"0","0","0","","0","0",""
"22",91100,"0","0","0","","0","0",""
"22",91200,"0","0","0","","0","0",""
"22",91300,"0","0","0","","0","0",""
"22",91400,"0","0","0","","0","0",""
"22",91500,"0","0","0","","0","0",""
"22",91600,"0","0","0","","0","0",""
"22",91900,"9","1","0","","8","0",""
"22",999999,"","","","","","",""
"23",10100,"45","15","1","","21","3","5"
"23",10200,"0","0","0","","0","0",""
"23",10300,"0","0","0","","0","0",""
"23",10400,"92","37","NSS","30","16","NSS","9"
"23",10900,"0","0","0","","0","0",""
"23",20100,"11","8","0","","3","0",""
"23",20200,"0","0","0","","0","0",""
"23",20300,"10","4","NSS","6","0","0",""
"23",20400,"0","0","0","","0","0",""
"23",20500,"0","0","0","","0","0",""
"23",20600,"12","8","0","","4","0",""
"23",20601,"NSS","NSS","0","","NSS","0",""
"23",20602,"NSS","NSS","0","","NSS","0",""
"23",20603,"NSS","NSS","0","","NSS","0",""
"23",20604,"NSS","NSS","0","","NSS","0",""
"23",20609,"NSS","NSS","0","","NSS","0",""
"23",20699,"12","8","","","4","",""
"23",20900,"0","0","0","","0","0",""
"23",30100,"22","11","NSS","7","3","1",""
"23",30200,"0","0","0","","0","0",""
"23",30300,"0","0","0","","0","0",""
"23",30400,"35","16","NSS","1","9","NSS","9"
"23",30500,"0","0","0","","0","0",""
"23",30600,"0","0","0","","0","0",""
"23",30700,"0","0","0","","0","0",""
"23",30900,"0","0","0","","0","0",""
"23",40100,"169","69","1","30","42","6","21"
"23",40101,"NSS","NSS","NSS","","NSS","NSS",""
"23",40102,"NSS","NSS","NSS","","NSS","NSS",""
"23",40103,"NSS","NSS","NSS","","NSS","NSS",""
"23",40104,"NSS","NSS","NSS","","NSS","NSS",""
"23",40105,"NSS","NSS","NSS","","NSS","NSS",""
"23",40106,"NSS","NSS","NSS","","NSS","NSS",""
"23",40107,"3","NSS","NSS","","NSS","NSS","3"
"23",40108,"1","NSS","NSS","","1","0",""
"23",40109,"NSS","NSS","NSS","","NSS","NSS",""
"23",40110,"NSS","NSS","NSS","","NSS","NSS",""
"23",40111,"NSS","NSS","NSS","","NSS","NSS",""
"23",40112,"NSS","NSS","NSS","","NSS","NSS",""
"23",40113,"4","1","0","","2","NSS","1"
"23",40114,"NSS","NSS","NSS","","NSS","NSS",""
"23",40115,"NSS","NSS","NSS","","NSS","NSS",""
"23",40116,"NSS","NSS","NSS","","NSS","NSS",""
"23",40119,"NSS","NSS","NSS","","NSS","NSS",""
"23",40199,"161","68","1","30","39","6","17"
"23",40200,"0","0","0","","0","0",""
"23",40300,"54","28","NSS","18","7","NSS","1"
"23",40400,"12","5","NSS","5","2","0",""
"23",40500,"0","0","0","","0","0",""
"23",40501,"0","0","0","","0","0",""
"23",40509,"0","0","0","","0","0",""
"23",40599,"","","","","","",""
"23",40600,"73","17","NSS","24","26","1","5"
"23",40700,"49","29","NSS","7","12","1",""
"23",40900,"1","1","0","","0","0",""
"23",50100,"16","8","NSS","6","NSS","NSS","2"
"23",50200,"97","34","NSS","37","20","4","2"
"23",50900,"0","0","0","","0","0",""
"23",60100,"1","1","0","","0","0",""
"23",60101,"1","1","0","","0","0",""
"23",60102,"0","0","0","","0","0",""
"23",60103,"0","0","0","","0","0",""
"23",60104,"0","0","0","","0","0",""
"23",60105,"0","0","0","","0","0",""
"23",60106,"0","0","0","","0","0",""
"23",60109,"0","0","0","","0","0",""
"23",60199,"","","","","","",""
"23",60200,"2","2","0","","0","0",""
"23",60201,"NSS","NSS","0","","0","0",""
"23",60202,"NSS","NSS","0","","0","0",""
"23",60203,"NSS","NSS","0","","0","0",""
"23",60209,"NSS","NSS","0","","0","0",""
"23",60299,"2","2","","","","",""
"23",60300,"1","NSS","NSS","1","0","0",""
"23",60400,"0","0","0","","0","0",""
"23",60900,"0","0","0","","0","0",""
"23",70100,"124","26","NSS","2","70","1","25"
"23",70101,"11","3","NSS","1","NSS","NSS","7"
"23",70102,"NSS","NSS","NSS","","NSS","NSS",""
"23",70103,"NSS","NSS","NSS","","NSS","NSS",""
"23",70104,"NSS","NSS","NSS","","NSS","NSS",""
"23",70109,"NSS","NSS","NSS","","NSS","NSS",""
"23",70199,"113","23","","1","70","1","18"
"23",70200,"0","0","0","","0","0",""
"23",70201,"0","0","0","","0","0",""
"23",70202,"0","0","0","","0","0",""
"23",70203,"0","0","0","","0","0",""
"23",70204,"0","0","0","","0","0",""
"23",70205,"0","0","0","","0","0",""
"23",70206,"0","0","0","","0","0",""
"23",70209,"0","0","0","","0","0",""
"23",70299,"","","","","","",""
"23",70300,"1","0","0","","NSS","NSS","1"
"23",70400,"8","7","NSS","1","0","0",""
"23",70500,"0","0","0","","0","0",""
"23",70600,"0","0","0","","0","0",""
"23",70900,"0","0","0","","0","0",""
"23",80100,"2","NSS","NSS","1","1","0",""
"23",80101,"2","NSS","NSS","1","1","0",""
"23",80102,"0","0","0","","0","0",""
"23",80103,"0","0","0","","0","0",""
"23",80104,"0","0","0","","0","0",""
"23",80105,"0","0","0","","0","0",""
"23",80106,"0","0","0","","0","0",""
"23",80107,"0","0","0","","0","0",""
"23",80109,"0","0","0","","0","0",""
"23",80199,"","","","","","",""
"23",80200,"0","0","0","","0","0",""
"23",80201,"0","0","0","","0","0",""
"23",80209,"0","0","0","","0","0",""
"23",80299,"","","","","","",""
"23",80300,"0","0","0","","0","0",""
"23",80400,"0","0","0","","0","0",""
"23",80900,"9","5","NSS","4","0","0",""
"23",90100,"0","0","0","","0","0",""
"23",90200,"6","1","NSS","4","NSS","NSS","1"
"23",90300,"13","7","NSS","6","0","0",""
"23",90400,"6","1","NSS","5","0","0",""
"23",90500,"1","0","0","","1","0",""
"23",90501,"NSS","0","0","","NSS","0",""
"23",90502,"NSS","0","0","","NSS","0",""
"23",90503,"NSS","0","0","","NSS","0",""
"23",90509,"NSS","0","0","","NSS","0",""
"23",90599,"1","","","","1","",""
"23",90600,"0","0","0","","0","0",""
"23",90700,"0","0","0","","0","0",""
"23",90701,"0","0","0","","0","0",""
"23",90709,"0","0","0","","0","0",""
"23",90799,"","","","","","",""
"23",90800,"0","0","0","","0","0",""
"23",90900,"0","0","0","","0","0",""
"23",91000,"0","0","0","","0","0",""
"23",91100,"0","0","0","","0","0",""
"23",91200,"1","NSS","NSS","1","0","0",""
"23",91300,"0","0","0","","0","0",""
"23",91400,"0","0","0","","0","0",""
"23",91500,"0","0","0","","0","0",""
"23",91600,"0","0","0","","0","0",""
"23",91900,"21","11","NSS","9","1","0",""
"23",999999,"","","","","","",""
"24",10100,"92","39","0","","44","4","5"
"24",10200,"3","0","0","","1","1","1"
"24",10300,"0","0","0","","0","0",""
"24",10400,"75","41","13","","19","NSS","2"
"24",10900,"6","1","0","","4","NSS","1"
"24",20100,"5","0","0","","3","NSS","2"
"24",20200,"0","0","0","","0","0",""
"24",20300,"3","3","0","","0","0",""
"24",20400,"0","0","0","","0","0",""
"24",20500,"0","0","0","","0","0",""
"24",20600,"2","0","0","","NSS","NSS","2"
"24",20601,"NSS","0","0","","NSS","NSS",""
"24",20602,"NSS","0","0","","NSS","NSS",""
"24",20603,"NSS","0","0","","NSS","NSS",""
"24",20604,"NSS","0","0","","NSS","NSS",""
"24",20609,"NSS","0","0","","NSS","NSS",""
"24",20699,"2","","","","","","2"
"24",20900,"0","0","0","","0","0",""
"24",30100,"14","13","0","","1","0",""
"24",30200,"0","0","0","","0","0",""
"24",30300,"0","0","0","","0","0",""
"24",30400,"6","0","0","","5","NSS","1"
"24",30500,"2","0","0","","2","0",""
"24",30600,"0","0","0","","0","0",""
"24",30700,"0","0","0","","0","0",""
"24",30900,"20","20","0","","0","0",""
"24",40100,"363","305","0","","46","NSS","12"
"24",40101,"NSS","0","0","","NSS","NSS",""
"24",40102,"26","24","0","","2","0",""
"24",40103,"37","30","0","","7","0",""
"24",40104,"NSS","0","0","","NSS","NSS",""
"24",40105,"114","114","0","","NSS","NSS",""
"24",40106,"48","46","0","","2","0",""
"24",40107,"NSS","0","0","","NSS","NSS",""
"24",40108,"NSS","0","0","","NSS","NSS",""
"24",40109,"1","0","0","","1","0",""
"24",40110,"NSS","0","0","","NSS","NSS",""
"24",40111,"NSS","0","0","","NSS","NSS",""
"24",40112,"2","0","0","","2","0",""
"24",40113,"38","38","0","","NSS","NSS",""
"24",40114,"30","28","0","","2","0",""
"24",40115,"NSS","0","0","","NSS","NSS",""
"24",40116,"NSS","0","0","","NSS","NSS",""
"24",40119,"25","25","0","","NSS","NSS",""
"24",40199,"42","","","","30","","12"
"24",40200,"NA","NA","NA","","NA","NA",""
"24",40300,"49","49","0","","0","0",""
"24",40400,"4","4","0","","0","0",""
"24",40500,"3","0","0","","NSS","NSS","3"
"24",40501,"NSS","0","0","","NSS","NSS",""
"24",40509,"NSS","0","0","","NSS","NSS",""
"24",40599,"3","","","","","","3"
"24",40600,"50","42","0","","4","NSS","4"
"24",40700,"27","23","0","","2","NSS","2"
"24",40900,"30","30","0","","0","0",""
"24",50100,"87","65","0","","18","NSS","4"
"24",50200,"21","21","0","","0","0",""
"24",50900,"19","19","0","","0","0",""
"24",60100,"0","0","0","","0","0",""
"24",60101,"0","0","0","","0","0",""
"24",60102,"0","0","0","","0","0",""
"24",60103,"0","0","0","","0","0",""
"24",60104,"0","0","0","","0","0",""
"24",60105,"0","0","0","","0","0",""
"24",60106,"0","0","0","","0","0",""
"24",60109,"0","0","0","","0","0",""
"24",60199,"","","","","","",""
"24",60200,"0","0","0","","0","0",""
"24",60201,"0","0","0","","0","0",""
"24",60202,"0","0","0","","0","0",""
