entidad,delitos,cauptrtt,cauptr1,cauptr2,cauptr3,cauptr4,cauptr5,cauptr6
"02",10900,"12","3","0","","2","NSS","7"
"02",20100,"62","23","NSS","1","4","3","31"
"02",20200,"0","0","0","","0","0",""
"02",20300,"25","11","NSS","2","1","NSS","11"
"02",20400,"1","1","0","","0","0",""
"02",20500,"2","0","0","","NSS","NSS","2"
"02",20600,"88","57","0","","6","NSS","25"
"02",20601,"3","NSS","0","","NSS","NSS","3"
"02",20602,"26","26","0","","NSS","NSS",""
"02",20603,"NSS","NSS","0","","NSS","NSS",""
"02",20604,"NSS","NSS","0","","NSS","NSS",""
"02",20609,"NSS","NSS","0","","NSS","NSS",""
"02",20699,"59","31","","","6","","22"
"02",20900,"0","0","0","","0","0",""
"02",30100,"168","64","1","5","4","NSS","94"
"02",30200,"5","0","0","","NSS","NSS","5"
"02",30300,"0","0","0","","0","0",""
"02",30400,"57","29","7","2","1","NSS","18"
"02",30500,"108","50","1","2","3","2","50"
"02",30600,"5","1","NSS","3","NSS","NSS","1"
"02",30700,"0","0","0","","0","0",""
"02",30900,"0","0","0","","0","0",""
"02",40100,"3885","1284","40","59","231","153","2118"
"02",40101,"NSS","NSS","NSS","","NSS","NSS",""
"02",40102,"670","232","5","9","39","32","353"
"02",40103,"1330","433","8","22","95","26","746"
"02",40104,"12","12","0","","NSS","NSS",""
"02",40105,"2","0","2","","NSS","NSS",""
"02",40106,"4","4","0","","NSS","NSS",""
"02",40107,"7","7","0","","NSS","NSS",""
"02",40108,"NSS","NSS","NSS","","NSS","NSS",""
"02",40109,"NSS","NSS","NSS","","NSS","NSS",""
"02",40110,"NSS","NSS","NSS","","NSS","NSS",""
"02",40111,"11","4","0","","NSS","NSS","7"
"02",40112,"NSS","NSS","NSS","","NSS","NSS",""
"02",40113,"279","68","1","1","11","27","171"
"02",40114,"3","2","0","","NSS","NSS","1"
"02",40115,"22","2","0","","5","1","14"
"02",40116,"NSS","NSS","NSS","","NSS","NSS",""
"02",40119,"3","3","0","","NSS","NSS",""
"02",40199,"1542","517","24","27","81","67","826"
"02",40200,"0","0","0","","0","0",""
"02",40300,"278","115","NSS","24","7","NSS","132"
"02",40400,"79","23","NSS","6","2","1","47"
"02",40500,"7","4","0","","NSS","NSS","3"
"02",40501,"NSS","NSS","0","","NSS","NSS",""
"02",40509,"NSS","NSS","0","","NSS","NSS",""
"02",40599,"7","4","","","","","3"
"02",40600,"1080","578","NSS","37","34","1","430"
"02",40700,"147","71","NSS","17","6","NSS","53"
"02",40900,"7","3","NSS","1","NSS","NSS","3"
"02",50100,"485","104","NSS","10","20","3","348"
"02",50200,"428","216","NSS","38","7","NSS","167"
"02",50900,"1","1","0","","0","0",""
"02",60100,"20","13","0","","1","NSS","6"
"02",60101,"19","13","0","","NSS","NSS","6"
"02",60102,"0","0","0","","0","0",""
"02",60103,"0","0","0","","0","0",""
"02",60104,"0","0","0","","0","0",""
"02",60105,"0","0","0","","0","0",""
"02",60106,"0","0","0","","0","0",""
"02",60109,"1","0","0","","1","0",""
"02",60199,"","","","","","",""
"02",60200,"11","8","NSS","1","NSS","NSS","2"
"02",60201,"5","3","0","","NSS","NSS","2"
"02",60202,"NSS","NSS","NSS","","0","0",""
"02",60203,"NSS","NSS","NSS","","0","0",""
"02",60209,"NSS","NSS","NSS","","0","0",""
"02",60299,"6","5","","1","","",""
"02",60300,"13","13","0","","0","0",""
"02",60400,"1","1","0","","0","0",""
"02",60900,"0","0","0","","0","0",""
"02",70100,"4550","4045","4","222","52","NSS","227"
"02",70101,"714","431","NSS","37","42","NSS","204"
"02",70102,"51","46","NSS","2","1","NSS","2"
"02",70103,"8","8","0","","NSS","0",""
"02",70104,"NSS","NSS","0","","NSS","0",""
"02",70109,"NSS","NSS","0","","NSS","0",""
"02",70199,"3777","3560","4","183","9","","21"
"02",70200,"0","0","0","","0","0",""
"02",70201,"0","0","0","","0","0",""
"02",70202,"0","0","0","","0","0",""
"02",70203,"0","0","0","","0","0",""
"02",70204,"0","0","0","","0","0",""
"02",70205,"0","0","0","","0","0",""
"02",70206,"0","0","0","","0","0",""
"02",70209,"0","0","0","","0","0",""
"02",70299,"","","","","","",""
"02",70300,"0","0","0","","0","0",""
"02",70400,"989","633","1","39","29","NSS","287"
"02",70500,"0","0","0","","0","0",""
"02",70600,"0","0","0","","0","0",""
"02",70900,"166","93","NSS","4","9","1","59"
"02",80100,"31","15","0","","3","NSS","13"
"02",80101,"30","14","0","","3","NSS","13"
"02",80102,"0","0","0","","0","0",""
"02",80103,"0","0","0","","0","0",""
"02",80104,"0","0","0","","0","0",""
"02",80105,"0","0","0","","0","0",""
"02",80106,"0","0","0","","0","0",""
"02",80107,"0","0","0","","0","0",""
"02",80109,"1","1","0","","0","0",""
"02",80199,"","","","","","",""
"02",80200,"0","0","0","","0","0",""
"02",80201,"0","0","0","","0","0",""
"02",80209,"0","0","0","","0","0",""
"02",80299,"","","","","","",""
"02",80300,"0","0","0","","0","0",""
"02",80400,"0","0","0","","0","0",""
"02",80900,"70","61","1","6","NSS","NSS","2"
"02",90100,"45","8","1","2","5","NSS","29"
"02",90200,"335","85","NSS","1","17","NSS","232"
"02",90300,"50","26","NSS","4","NSS","NSS","20"
"02",90400,"7","0","0","","1","NSS","6"
"02",90500,"3","1","0","","NSS","NSS","2"
"02",90501,"NSS","NSS","0","","NSS","NSS",""
"02",90502,"NSS","NSS","0","","NSS","NSS",""
"02",90503,"NSS","NSS","0","","NSS","NSS",""
"02",90509,"NSS","NSS","0","","NSS","NSS",""
"02",90599,"3","1","","","","","2"
"02",90600,"0","0","0","","0","0",""
"02",90700,"0","0","0","","0","0",""
"02",90701,"0","0","0","","0","0",""
"02",90709,"0","0","0","","0","0",""
"02",90799,"","","","","","",""
"02",90800,"0","0","0","","0","0",""
"02",90900,"0","0","0","","0","0",""
"02",91000,"0","0","0","","0","0",""
"02",91100,"0","0","0","","0","0",""
"02",91200,"59","34","NSS","16","1","NSS","8"
"02",91300,"0","0","0","","0","0",""
"02",91400,"0","0","0","","0","0",""
"02",91500,"0","0","0","","0","0",""
"02",91600,"0","0","0","","0","0",""
"02",91900,"207","147","1","6","2","NSS","51"
"02",999999,"2500","","","","","","2500"
"03",10100,"111","16","1","78","10","NSS","6"
"03",10200,"0","0","0","","0","0",""
"03",10300,"0","0","0","","0","0",""
"03",10400,"182","10","NSS","152","19","NSS","1"
"03",10900,"1","NSS","NSS","1","0","0",""
"03",20100,"11","1","NSS","9","1","0",""
"03",20200,"0","0","0","","0","0",""
"03",20300,"3","NSS","NSS","3","0","0",""
"03",20400,"0","0","0","","0","0",""
"03",20500,"0","0","0","","0","0",""
"03",20600,"7","NSS","NSS","7","0","0",""
"03",20601,"NSS","NSS","NSS","","0","0",""
"03",20602,"NSS","NSS","NSS","","0","0",""
"03",20603,"NSS","NSS","NSS","","0","0",""
"03",20604,"NSS","NSS","NSS","","0","0",""
"03",20609,"NSS","NSS","NSS","","0","0",""
"03",20699,"7","","","7","","",""
"03",20900,"0","0","0","","0","0",""
"03",30100,"16","3","NSS","11","1","NSS","1"
"03",30200,"5","NSS","NSS","5","0","0",""
"03",30300,"3","NSS","NSS","3","0","0",""
"03",30400,"46","3","NSS","39","2","NSS","2"
"03",30500,"24","NSS","NSS","22","2","0",""
"03",30600,"4","1","NSS","3","0","0",""
"03",30700,"1","NSS","NSS","1","0","0",""
"03",30900,"14","2","NSS","12","0","0",""
"03",40100,"633","69","3","506","41","1","13"
"03",40101,"NSS","NSS","0","","NSS","0",""
"03",40102,"38","3","NSS","24","6","NSS","5"
"03",40103,"37","2","NSS","28","4","NSS","3"
"03",40104,"NSS","NSS","0","","NSS","0",""
"03",40105,"NSS","NSS","0","","NSS","0",""
"03",40106,"NSS","NSS","0","","NSS","0",""
"03",40107,"NSS","NSS","0","","NSS","0",""
"03",40108,"NSS","NSS","0","","NSS","0",""
"03",40109,"NSS","NSS","0","","NSS","0",""
"03",40110,"1","NSS","0","","1","0",""
"03",40111,"NSS","NSS","0","","NSS","0",""
"03",40112,"NSS","NSS","0","","NSS","0",""
"03",40113,"4","NSS","0","","4","0",""
"03",40114,"8","NSS","NSS","8","NSS","0",""
"03",40115,"NSS","NSS","0","","NSS","0",""
"03",40116,"NSS","NSS","0","","NSS","0",""
"03",40119,"NSS","NSS","0","","NSS","0",""
"03",40199,"545","64","3","446","26","1","5"
"03",40200,"0","0","0","","0","0",""
"03",40300,"121","5","NSS","112","3","NSS","1"
"03",40400,"38","2","NSS","35","NSS","NSS","1"
"03",40500,"0","0","0","","0","0",""
"03",40501,"0","0","0","","0","0",""
"03",40509,"0","0","0","","0","0",""
"03",40599,"","","","","","",""
"03",40600,"136","3","NSS","120","11","NSS","2"
"03",40700,"73","2","NSS","71","0","0",""
"03",40900,"0","0","0","","0","0",""
"03",50100,"124","5","NSS","114","2","NSS","3"
"03",50200,"150","5","NSS","142","2","NSS","1"
"03",50900,"3","NSS","NSS","3","0","0",""
"03",60100,"4","NSS","NSS","3","1","0",""
"03",60101,"4","NSS","NSS","3","1","0",""
"03",60102,"0","0","0","","0","0",""
"03",60103,"0","0","0","","0","0",""
"03",60104,"0","0","0","","0","0",""
"03",60105,"0","0","0","","0","0",""
"03",60106,"0","0","0","","0","0",""
"03",60109,"0","0","0","","0","0",""
"03",60199,"","","","","","",""
"03",60200,"10","NSS","NSS","10","0","0",""
"03",60201,"NSS","NSS","NSS","","0","0",""
"03",60202,"NSS","NSS","NSS","","0","0",""
"03",60203,"NSS","NSS","NSS","","0","0",""
"03",60209,"NSS","NSS","NSS","","0","0",""
"03",60299,"10","","","10","","",""
"03",60300,"1","0","0","","NSS","NSS","1"
"03",60400,"0","0","0","","0","0",""
"03",60900,"0","0","0","","0","0",""
"03",70100,"57","3","NSS","32","17","NSS","5"
"03",70101,"20","NSS","NSS","","15","NSS","5"
"03",70102,"NSS","NSS","0","","0","0",""
"03",70103,"NSS","NSS","0","","0","0",""
"03",70104,"NSS","NSS","0","","0","0",""
"03",70109,"2","NSS","0","","2","0",""
"03",70199,"35","3","","32","","",""
"03",70200,"0","0","0","","0","0",""
"03",70201,"0","0","0","","0","0",""
"03",70202,"0","0","0","","0","0",""
"03",70203,"0","0","0","","0","0",""
"03",70204,"0","0","0","","0","0",""
"03",70205,"0","0","0","","0","0",""
"03",70206,"0","0","0","","0","0",""
"03",70209,"0","0","0","","0","0",""
"03",70299,"","","","","","",""
"03",70300,"0","0","0","","0","0",""
"03",70400,"2","NSS","NSS","2","0","0",""
"03",70500,"0","0","0","","0","0",""
"03",70600,"0","0","0","","0","0",""
"03",70900,"0","0","0","","0","0",""
"03",80100,"47","4","NSS","43","0","0",""
"03",80101,"6","NSS","NSS","6","0","0",""
"03",80102,"0","0","0","","0","0",""
"03",80103,"0","0","0","","0","0",""
"03",80104,"0","0","0","","0","0",""
"03",80105,"0","0","0","","0","0",""
"03",80106,"0","0","0","","0","0",""
"03",80107,"0","0","0","","0","0",""
"03",80109,"41","4","NSS","37","0","0",""
"03",80199,"","","","","","",""
"03",80200,"0","0","0","","0","0",""
"03",80201,"0","0","0","","0","0",""
"03",80209,"0","0","0","","0","0",""
"03",80299,"","","","","","",""
"03",80300,"0","0","0","","0","0",""
"03",80400,"0","0","0","","0","0",""
"03",80900,"13","NSS","NSS","8","5","0",""
"03",90100,"32","NSS","NSS","31","1","0",""
"03",90200,"14","2","NSS","8","4","0",""
"03",90300,"21","1","NSS","18","2","0",""
"03",90400,"17","NSS","NSS","17","0","0",""
"03",90500,"0","0","0","","0","0",""
"03",90501,"0","0","0","","0","0",""
"03",90502,"0","0","0","","0","0",""
"03",90503,"0","0","0","","0","0",""
"03",90509,"0","0","0","","0","0",""
"03",90599,"","","","","","",""
"03",90600,"0","0","0","","0","0",""
"03",90700,"0","0","0","","0","0",""
"03",90701,"0","0","0","","0","0",""
"03",90709,"0","0","0","","0","0",""
"03",90799,"","","","","","",""
"03",90800,"0","0","0","","0","0",""
"03",90900,"0","0","0","","0","0",""
"03",91000,"0","0","0","","0","0",""
"03",91100,"0","0","0","","0","0",""
"03",91200,"28","1","NSS","19","8","0",""
"03",91300,"0","0","0","","0","0",""
"03",91400,"0","0","0","","0","0",""
"03",91500,"0","0","0","","0","0",""
"03",91600,"0","0","0","","0","0",""
"03",91900,"215","18","NSS","193","4","0",""
"03",999999,"","","","","","",""
"04",10100,"8","7","0","","1","0",""
"04",10200,"17","17","0","","0","0",""
"04",10300,"1","1","0","","0","0",""
"04",10400,"14","13","0","","1","0",""
"04",10900,"0","0","0","","0","0",""
"04",20100,"0","0","0","","0","0",""
"04",20200,"0","0","0","","0","0",""
"04",20300,"5","5","0","","0","0",""
"04",20400,"8","8","0","","0","0",""
"04",20500,"0","0","0","","0","0",""
"04",20600,"0","0","0","","0","0",""
"04",20601,"0","0","0","","0","0",""
"04",20602,"0","0","0","","0","0",""
"04",20603,"0","0","0","","0","0",""
"04",20604,"0","0","0","","0","0",""
"04",20609,"0","0","0","","0","0",""
"04",20699,"","","","","","",""
"04",20900,"7","7","0","","0","0",""
"04",30100,"7","5","1","","1","NSS",""
"04",30200,"7","7","0","","0","0",""
"04",30300,"0","0","0","","0","0",""
"04",30400,"0","0","0","","0","0",""
"04",30500,"0","0","0","","0","0",""
"04",30600,"6","6","0","","0","0",""
"04",30700,"0","0","0","","0","0",""
"04",30900,"0","0","0","","0","0",""
"04",40100,"11","9","0","","2","0",""
"04",40101,"NSS","NSS","0","","0","0",""
"04",40102,"NSS","NSS","0","","0","0",""
"04",40103,"NSS","NSS","0","","0","0",""
"04",40104,"NSS","NSS","0","","0","0",""
"04",40105,"NSS","NSS","0","","0","0",""
"04",40106,"NSS","NSS","0","","0","0",""
"04",40107,"NSS","NSS","0","","0","0",""
"04",40108,"NSS","NSS","0","","0","0",""
"04",40109,"NSS","NSS","0","","0","0",""
"04",40110,"NSS","NSS","0","","0","0",""
"04",40111,"1","1","0","","0","0",""
"04",40112,"NSS","NSS","0","","0","0",""
"04",40113,"1","1","0","","0","0",""
"04",40114,"4","2","0","","2","0",""
"04",40115,"4","4","0","","0","0",""
"04",40116,"NSS","NSS","0","","0","0",""
"04",40119,"NSS","NSS","0","","0","0",""
"04",40199,"1","1","","","","",""
"04",40200,"0","0","0","","0","0",""
"04",40300,"7","6","0","","1","0",""
"04",40400,"3","3","0","","0","0",""
"04",40500,"0","0","0","","0","0",""
"04",40501,"0","0","0","","0","0",""
"04",40509,"0","0","0","","0","0",""
"04",40599,"","","","","","",""
"04",40600,"46","42","1","","3","NSS",""
"04",40700,"0","0","0","","0","0",""
"04",40900,"13","13","0","","0","0",""
"04",50100,"0","0","0","","0","0",""
"04",50200,"6","6","0","","0","0",""
"04",50900,"0","0","0","","0","0",""
"04",60100,"11","10","1","","0","0",""
"04",60101,"0","0","0","","0","0",""
"04",60102,"1","0","1","","0","0",""
"04",60103,"0","0","0","","0","0",""
"04",60104,"10","10","0","","0","0",""
"04",60105,"0","0","0","","0","0",""
"04",60106,"0","0","0","","0","0",""
"04",60109,"0","0","0","","0","0",""
"04",60199,"","","","","","",""
"04",60200,"0","0","0","","0","0",""
"04",60201,"0","0","0","","0","0",""
"04",60202,"0","0","0","","0","0",""
"04",60203,"0","0","0","","0","0",""
"04",60209,"0","0","0","","0","0",""
"04",60299,"","","","","","",""
"04",60300,"0","0","0","","0","0",""
"04",60400,"3","3","0","","0","0",""
"04",60900,"0","0","0","","0","0",""
"04",70100,"0","0","0","","0","0",""
"04",70101,"0","0","0","","0","0",""
"04",70102,"0","0","0","","0","0",""
"04",70103,"0","0","0","","0","0",""
"04",70104,"0","0","0","","0","0",""
"04",70109,"0","0","0","","0","0",""
"04",70199,"","","","","","",""
"04",70200,"0","0","0","","0","0",""
"04",70201,"0","0","0","","0","0",""
"04",70202,"0","0","0","","0","0",""
"04",70203,"0","0","0","","0","0",""
"04",70204,"0","0","0","","0","0",""
"04",70205,"0","0","0","","0","0",""
"04",70206,"0","0","0","","0","0",""
"04",70209,"0","0","0","","0","0",""
"04",70299,"","","","","","",""
"04",70300,"5","3","2","","0","0",""
"04",70400,"0","0","0","","0","0",""
"04",70500,"0","0","0","","0","0",""
"04",70600,"0","0","0","","0","0",""
"04",70900,"2","2","0","","0","0",""
"04",80100,"13","13","0","","0","0",""
"04",80101,"11","11","0","","0","0",""
"04",80102,"0","0","0","","0","0",""
"04",80103,"0","0","0","","0","0",""
"04",80104,"0","0","0","","0","0",""
"04",80105,"0","0","0","","0","0",""
"04",80106,"0","0","0","","0","0",""
"04",80107,"0","0","0","","0","0",""
"04",80109,"2","2","0","","0","0",""
"04",80199,"","","","","","",""
"04",80200,"0","0","0","","0","0",""
"04",80201,"0","0","0","","0","0",""
"04",80209,"0","0","0","","0","0",""
"04",80299,"","","","","","",""
"04",80300,"0","0","0","","0","0",""
"04",80400,"1","1","0","","0","0",""
"04",80900,"20","20","0","","0","0",""
"04",90100,"6","6","0","","0","0",""
"04",90200,"19","19","0","","0","0",""
"04",90300,"0","0","0","","0","0",""
"04",90400,"9","8","1","","0","0",""
"04",90500,"10","10","0","","0","0",""
"04",90501,"NSS","NSS","0","","0","0",""
"04",90502,"NSS","NSS","0","","0","0",""
"04",90503,"NSS","NSS","0","","0","0",""
"04",90509,"NSS","NSS","0","","0","0",""
"04",90599,"10","10","","","","",""
"04",90600,"0","0","0","","0","0",""
"04",90700,"0","0","0","","0","0",""
"04",90701,"0","0","0","","0","0",""
"04",90709,"0","0","0","","0","0",""
"04",90799,"","","","","","",""
"04",90800,"0","0","0","","0","0",""
"04",90900,"0","0","0","","0","0",""
"04",91000,"0","0","0","","0","0",""
"04",91100,"0","0","0","","0","0",""
"04",91200,"0","0","0","","0","0",""
"04",91300,"0","0","0","","0","0",""
"04",91400,"0","0","0","","0","0",""
"04",91500,"0","0","0","","0","0",""
"04",91600,"0","0","0","","0","0",""
"04",91900,"53","53","0","","0","0",""
"04",999999,"2538","","","2317","","","221"
"05",10100,"90","17","0","","70","NSS","3"
"05",10200,"8","2","1","","4","NSS","1"
"05",10300,"0","0","0","","0","0",""
"05",10400,"63","33","0","","25","1","4"
"05",10900,"1","1","0","","0","0",""
"05",20100,"4","4","0","","0","0",""
"05",20200,"2","0","0","","2","0",""
"05",20300,"1","0","0","","1","0",""
"05",20400,"0","0","0","","0","0",""
"05",20500,"0","0","0","","0","0",""
"05",20600,"55","30","0","","19","NSS","6"
"05",20601,"NSS","NSS","0","","NSS","NSS",""
"05",20602,"11","11","0","","NSS","NSS",""
"05",20603,"NSS","NSS","0","","NSS","NSS",""
"05",20604,"NSS","NSS","0","","NSS","NSS",""
"05",20609,"NSS","NSS","0","","NSS","NSS",""
"05",20699,"44","19","","","19","","6"
"05",20900,"2","2","0","","0","0",""
"05",30100,"9","1","0","","6","NSS","2"
"05",30200,"0","0","0","","0","0",""
"05",30300,"0","0","0","","0","0",""
"05",30400,"17","4","0","","13","0",""
"05",30500,"7","0","0","","6","1",""
"05",30600,"5","4","0","","1","0",""
"05",30700,"0","0","0","","0","0",""
"05",30900,"2","0","0","","2","0",""
"05",40100,"177","40","0","","124","2","11"
"05",40101,"NSS","NSS","0","","NSS","NSS",""
"05",40102,"26","11","0","","13","NSS","2"
"05",40103,"11","1","0","","9","1",""
"05",40104,"1","1","0","","NSS","NSS",""
"05",40105,"NSS","NSS","0","","NSS","NSS",""
"05",40106,"NSS","NSS","0","","NSS","NSS",""
"05",40107,"1","NSS","0","","1","0",""
"05",40108,"1","1","0","","NSS","NSS",""
"05",40109,"NSS","NSS","0","","NSS","NSS",""
"05",40110,"NSS","NSS","0","","NSS","NSS",""
"05",40111,"2","2","0","","NSS","NSS",""
"05",40112,"NSS","NSS","0","","NSS","NSS",""
"05",40113,"8","1","0","","5","NSS","2"
"05",40114,"2","1","0","","1","0",""
"05",40115,"NSS","NSS","0","","NSS","NSS",""
"05",40116,"NSS","NSS","0","","NSS","NSS",""
"05",40119,"NSS","NSS","0","","NSS","NSS",""
"05",40199,"125","22","","","95","1","7"
"05",40200,"0","0","0","","0","0",""
"05",40300,"14","2","0","","7","NSS","5"
"05",40400,"2","1","0","","NSS","NSS","1"
"05",40500,"9","2","0","","6","1",""
"05",40501,"NSS","NSS","0","","NSS","NSS",""
"05",40509,"NSS","NSS","0","","NSS","NSS",""
"05",40599,"9","2","","","6","1",""
"05",40600,"45","10","0","","17","NSS","18"
"05",40700,"12","2","0","","6","1","3"
"05",40900,"13","10","0","","3","0",""
"05",50100,"46","5","0","","35","NSS","6"
"05",50200,"12","9","0","","2","NSS","1"
"05",50900,"0","0","0","","0","0",""
"05",60100,"6","2","0","","4","0",""
"05",60101,"5","2","0","","3","0",""
"05",60102,"0","0","0","","0","0",""
"05",60103,"0","0","0","","0","0",""
"05",60104,"1","0","0","","1","0",""
"05",60105,"0","0","0","","0","0",""
"05",60106,"0","0","0","","0","0",""
"05",60109,"0","0","0","","0","0",""
"05",60199,"","","","","","",""
"05",60200,"5","1","0","","4","0",""
"05",60201,"NSS","NSS","0","","NSS","0",""
"05",60202,"NSS","NSS","0","","NSS","0",""
"05",60203,"NSS","NSS","0","","NSS","0",""
"05",60209,"NSS","NSS","0","","NSS","0",""
"05",60299,"5","1","","","4","",""
"05",60300,"8","0","0","","3","1","4"
"05",60400,"0","0","0","","0","0",""
"05",60900,"4","4","0","","0","0",""
"05",70100,"423","0","0","","388","NSS","35"
"05",70101,"77","0","0","","71","NSS","6"
"05",70102,"15","0","0","","15","0",""
"05",70103,"4","0","0","","4","0",""
"05",70104,"NSS","0","0","","NSS","NSS",""
"05",70109,"NSS","0","0","","NSS","NSS",""
"05",70199,"327","","","","298","","29"
"05",70200,"0","0","0","","0","0",""
"05",70201,"0","0","0","","0","0",""
"05",70202,"0","0","0","","0","0",""
"05",70203,"0","0","0","","0","0",""
"05",70204,"0","0","0","","0","0",""
"05",70205,"0","0","0","","0","0",""
"05",70206,"0","0","0","","0","0",""
"05",70209,"0","0","0","","0","0",""
"05",70299,"","","","","","",""
"05",70300,"6","6","0","","0","0",""
"05",70400,"0","0","0","","0","0",""
"05",70500,"0","0","0","","0","0",""
"05",70600,"0","0","0","","0","0",""
"05",70900,"10","0","0","","10","0",""
"05",80100,"2","2","0","","0","0",""
"05",80101,"1","1","0","","0","0",""
"05",80102,"0","0","0","","0","0",""
"05",80103,"0","0","0","","0","0",""
"05",80104,"0","0","0","","0","0",""
"05",80105,"0","0","0","","0","0",""
"05",80106,"0","0","0","","0","0",""
"05",80107,"0","0","0","","0","0",""
"05",80109,"1","1","0","","0","0",""
"05",80199,"","","","","","",""
"05",80200,"0","0","0","","0","0",""
"05",80201,"0","0","0","","0","0",""
"05",80209,"0","0","0","","0","0",""
"05",80299,"","","","","","",""
"05",80300,"0","0","0","","0","0",""
"05",80400,"2","2","0","","0","0",""
"05",80900,"0","0","0","","0","0",""
"05",90100,"2","0","0","","1","1",""
"05",90200,"1","0","0","","0","1",""
"05",90300,"1","0","0","","1","0",""
"05",90400,"3","2","0","","0","1",""
"05",90500,"3","3","0","","0","0",""
"05",90501,"NSS","NSS","0","","0","0",""
"05",90502,"NSS","NSS","0","","0","0",""
"05",90503,"NSS","NSS","0","","0","0",""
"05",90509,"NSS","NSS","0","","0","0",""
"05",90599,"3","3","","","","",""
"05",90600,"0","0","0","","0","0",""
"05",90700,"0","0","0","","0","0",""
"05",90701,"0","0","0","","0","0",""
"05",90709,"0","0","0","","0","0",""
"05",90799,"","","","","","",""
"05",90800,"0","0","0","","0","0",""
"05",90900,"0","0","0","","0","0",""
"05",91000,"0","0","0","","0","0",""
"05",91100,"0","0","0","","0","0",""
"05",91200,"3","3","0","","0","0",""
"05",91300,"0","0","0","","0","0",""
"05",91400,"0","0","0","","0","0",""
"05",91500,"0","0","0","","0","0",""
"05",91600,"0","0","0","","0","0",""
"05",91900,"38","7","0","","30","NSS","1"
"05",999999,"","","","","","",""
"06",10100,"5","4","1","","0","0",""
"06",10200,"1","1","0","","0","0",""
"06",10300,"0","0","0","","0","0",""
"06",10400,"17","16","NSS","1","0","0",""
"06",10900,"3","3","0","","0","0",""
"06",20100,"4","4","0","","0","0",""
"06",20200,"0","0","0","","0","0",""
"06",20300,"0","0","0","","0","0",""
"06",20400,"0","0","0","","0","0",""
"06",20500,"0","0","0","","0","0",""
"06",20600,"0","0","0","","0","0",""
"06",20601,"0","0","0","","0","0",""
"06",20602,"0","0","0","","0","0",""
"06",20603,"0","0","0","","0","0",""
"06",20604,"0","0","0","","0","0",""
"06",20609,"0","0","0","","0","0",""
"06",20699,"","","","","","",""
"06",20900,"0","0","0","","0","0",""
"06",30100,"2","2","0","","0","0",""
"06",30200,"0","0","0","","0","0",""
"06",30300,"0","0","0","","0","0",""
"06",30400,"0","0","0","","0","0",""
"06",30500,"0","0","0","","0","0",""
"06",30600,"0","0","0","","0","0",""
"06",30700,"0","0","0","","0","0",""
"06",30900,"0","0","0","","0","0",""
"06",40100,"34","33","1","","0","0",""
"06",40101,"NSS","NSS","NSS","","0","0",""
"06",40102,"2","2","0","","0","0",""
"06",40103,"6","6","0","","0","0",""
"06",40104,"1","1","0","","0","0",""
"06",40105,"NSS","NSS","NSS","","0","0",""
"06",40106,"NSS","NSS","NSS","","0","0",""
"06",40107,"NSS","NSS","NSS","","0","0",""
"06",40108,"NSS","NSS","NSS","","0","0",""
"06",40109,"NSS","NSS","NSS","","0","0",""
"06",40110,"NSS","NSS","NSS","","0","0",""
"06",40111,"NSS","NSS","NSS","","0","0",""
"06",40112,"NSS","NSS","NSS","","0","0",""
"06",40113,"4","4","0","","0","0",""
"06",40114,"NSS","NSS","NSS","","0","0",""
"06",40115,"2","2","0","","0","0",""
"06",40116,"NSS","NSS","NSS","","0","0",""
"06",40119,"NSS","NSS","NSS","","0","0",""
"06",40199,"19","18","1","","","",""
"06",40200,"0","0","0","","0","0",""
"06",40300,"14","14","0","","0","0",""
"06",40400,"5","3","NSS","2","0","0",""
"06",40500,"0","0","0","","0","0",""
"06",40501,"0","0","0","","0","0",""
"06",40509,"0","0","0","","0","0",""
"06",40599,"","","","","","",""
"06",40600,"27","26","1","","0","0",""
"06",40700,"0","0","0","","0","0",""
"06",40900,"0","0","0","","0","0",""
"06",50100,"9","9","0","","0","0",""
"06",50200,"21","21","0","","0","0",""
"06",50900,"0","0","0","","0","0",""
"06",60100,"0","0","0","","0","0",""
"06",60101,"0","0","0","","0","0",""
"06",60102,"0","0","0","","0","0",""
"06",60103,"0","0","0","","0","0",""
"06",60104,"0","0","0","","0","0",""
"06",60105,"0","0","0","","0","0",""
"06",60106,"0","0","0","","0","0",""
"06",60109,"0","0","0","","0","0",""
"06",60199,"","","","","","",""
"06",60200,"0","0","0","","0","0",""
"06",60201,"0","0","0","","0","0",""
"06",60202,"0","0","0","","0","0",""
"06",60203,"0","0","0","","0","0",""
"06",60209,"0","0","0","","0","0",""
"06",60299,"","","","","","",""
"06",60300,"0","0","0","","0","0",""
"06",60400,"0","0","0","","0","0",""
"06",60900,"0","0","0","","0","0",""
"06",70100,"24","22","NSS","2","0","0",""
"06",70101,"5","5","0","","0","0",""
"06",70102,"11","11","0","","0","0",""
"06",70103,"3","2","NSS","1","0","0",""
"06",70104,"NSS","NSS","NSS","","0","0",""
"06",70109,"2","1","NSS","1","0","0",""
"06",70199,"3","3","","","","",""
"06",70200,"0","0","0","","0","0",""
"06",70201,"0","0","0","","0","0",""
"06",70202,"0","0","0","","0","0",""
"06",70203,"0","0","0","","0","0",""
"06",70204,"0","0","0","","0","0",""
"06",70205,"0","0","0","","0","0",""
"06",70206,"0","0","0","","0","0",""
"06",70209,"0","0","0","","0","0",""
"06",70299,"","","","","","",""
"06",70300,"0","0","0","","0","0",""
